Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Resignation_Date
48093,Finance,Female,28,Analyst,2014-09-22 00:00:00,5,Master,3,5200,46,6,4,9,46,2,74,2,3.15,False,
48094,Finance,Male,26,Analyst,2023-06-02 00:00:00,3,Bachelor,1,4400,54,15,2,9,56,17,15,1,1.91,True,2019-02-24
48095,Customer Support,Male,54,Engineer,2018-07-22 00:00:00,0,Master,1,6600,32,19,25,13,45,9,73,0,2.12,True,2021-03-23
48096,Marketing,Female,39,Consultant,2020-06-10 00:00:00,6,Master,4,7700,56,45,29,2,49,8,12,1,2.63,False,
48097,Marketing,Female,57,Engineer,2019-03-08 00:00:00,1,Master,3,7800,54,21,27,0,63,6,57,1,4.46,False,
48097,Marketing,Female,57,Engineer,2022-02-23 00:00:00,1,Master,3,7800,54,21,27,0,35,6,57,1,4.46,True,2023-04-01
48098,Marketing,Female,36,Technician,2019-02-25 00:00:00,3,Master,2,4200,44,40,4,10,62,2,18,0,3.75,False,
48099,IT,Female,53,Engineer,2015-01-22 00:00:00,0,High School,3,7800,58,3,16,12,66,16,86,0,4.06,False,
48100,IT,Male,22,Analyst,2016-07-06 00:00:00,0,High School,1,4400,50,11,17,6,50,15,78,1,2.57,True,2022-06-18
48101,Engineering,Female,24,Manager,2023-09-30 00:00:00,2,PhD,1,6600,51,22,14,9,34,12,59,0,1.83,True,2022-07-14
48102,Operations,Male,60,Consultant,2020-05-12 00:00:00,4,Bachelor,5,8250,52,24,29,10,58,18,95,0,4.61,True,2019-01-08
48102,Operations,Male,60,Consultant,2015-01-23 00:00:00,4,Bachelor,5,8250,52,24,29,10,61,18,95,0,4.61,False,
48103,Marketing,Female,29,Specialist,2018-12-30 00:00:00,7,Master,4,6300,56,19,4,3,71,8,35,2,3.22,False,
48104,Operations,Male,54,Specialist,2015-12-19 00:00:00,1,High School,4,6300,31,34,10,12,54,2,89,1,2.7,False,
48105,Finance,Male,26,Manager,2021-01-22 00:00:00,5,High School,1,6600,48,44,23,7,66,3,84,0,2.35,True,2024-08-30
48106,Sales,Male,29,Analyst,2024-08-27 00:00:00,5,Bachelor,5,6000,47,26,10,6,71,5,10,0,4.71,False,
48107,Marketing,Female,32,Developer,2016-07-11 00:00:00,7,Bachelor,5,7500,44,35,28,9,75,9,20,1,2.37,False,
48108,Sales,Male,43,Consultant,2021-05-16 00:00:00,0,Bachelor,1,6050,59,19,20,8,51,16,22,0,3.69,True,2024-12-05
48109,IT,Female,60,Manager,2017-03-12 00:00:00,6,Master,2,7200,53,13,5,1,43,7,72,2,1.08,True,2023-11-20
48110,Legal,Female,23,Manager,2023-08-05 00:00:00,6,Bachelor,3,7800,39,28,8,12,52,7,27,0,2.77,False,
48111,Customer Support,Female,51,Developer,2020-12-30 00:00:00,0,High School,5,7500,49,28,16,5,48,7,12,0,2.44,True,2021-11-22
48112,HR,Female,59,Specialist,2016-06-26 00:00:00,5,High School,2,5400,56,40,3,5,77,10,39,0,2.75,False,
48112,HR,Female,59,Specialist,2023-07-23 00:00:00,5,High School,2,5400,56,40,3,5,64,10,39,0,2.75,True,2021-02-07
48113,Customer Support,Female,40,Consultant,2017-06-30 00:00:00,5,Bachelor,3,7150,40,3,2,6,79,7,90,2,1.99,False,
48114,Legal,Female,46,Analyst,2016-10-02 00:00:00,8,Bachelor,4,5600,36,13,16,4,65,17,57,0,4.88,False,
48115,Customer Support,Male,52,Specialist,2021-07-01 00:00:00,1,PhD,3,5850,42,12,1,12,62,2,83,2,1.89,False,
48116,Finance,Male,37,Manager,2022-12-05 00:00:00,5,High School,3,7800,56,42,3,0,52,16,66,0,3.94,False,
48117,Engineering,Female,43,Developer,2019-12-19 00:00:00,7,Bachelor,4,7000,34,43,0,4,73,1,84,2,4.31,False,
48118,Legal,Male,43,Technician,2018-11-06 00:00:00,3,High School,1,3850,60,41,15,8,53,15,31,1,2.23,True,2024-07-19
48119,Finance,Male,35,Analyst,2015-11-07 00:00:00,8,High School,1,4400,34,41,14,12,78,13,73,0,3.69,False,
48119,Finance,Male,35,Analyst,2023-04-22 00:00:00,8,High School,1,4400,34,41,14,12,35,13,73,0,3.69,True,2019-11-18
48120,IT,Male,58,Technician,2017-10-14 00:00:00,2,Bachelor,4,4900,49,4,9,12,79,14,21,1,3.69,False,
48121,Engineering,Female,34,Analyst,2016-08-27 00:00:00,2,Master,2,4800,48,38,26,5,32,4,97,1,2.75,True,2020-07-15
48121,Engineering,Female,34,Analyst,2019-08-04 00:00:00,2,Master,2,4800,48,38,26,5,44,4,97,1,2.75,False,
48122,Sales,Female,36,Technician,2024-04-28 00:00:00,3,High School,1,3850,49,7,21,7,63,16,91,0,3.3,True,2025-01-06
48123,Sales,Male,35,Technician,2019-07-15 00:00:00,9,Bachelor,1,3850,31,11,8,7,31,1,82,0,1.11,True,2022-09-21
48125,Sales,Female,57,Consultant,2017-01-06 00:00:00,0,Bachelor,2,6600,56,36,22,10,44,16,69,1,1.05,True,2023-08-06
48126,HR,Male,58,Analyst,2017-10-13 00:00:00,4,High School,3,5200,42,0,2,0,49,16,25,1,1.44,False,
48127,Finance,Female,50,Manager,2020-11-10 00:00:00,0,Master,4,8400,58,19,14,11,74,10,54,2,2.39,False,
48128,Marketing,Male,54,Developer,2021-08-06 00:00:00,0,High School,1,5500,36,27,1,7,66,7,10,0,3.9,True,2025-01-20
48128,Marketing,Male,54,Developer,2015-03-16 00:00:00,0,High School,1,5500,36,27,1,7,80,7,10,0,3.9,False,
48129,Customer Support,Female,33,Engineer,2022-09-26 00:00:00,8,Bachelor,4,8400,48,6,20,14,44,17,41,0,2.43,True,2024-05-17
48129,Customer Support,Female,33,Engineer,2019-01-09 00:00:00,8,Bachelor,4,8400,48,6,20,14,53,17,41,0,2.43,False,
48130,Legal,Male,46,Technician,2023-04-23 00:00:00,3,High School,2,4200,57,2,20,9,61,1,20,2,1.84,True,2024-02-12
48131,Customer Support,Male,27,Developer,2021-01-26 00:00:00,5,Bachelor,2,6000,45,15,28,0,50,4,34,1,2.19,True,2024-03-28
48131,Customer Support,Male,27,Developer,2021-06-17 00:00:00,5,Bachelor,2,6000,45,15,28,0,65,4,34,1,2.19,False,
48132,HR,Female,25,Manager,2014-10-23 00:00:00,6,High School,2,7200,51,1,14,14,46,10,51,1,3.37,False,
48133,Marketing,Male,25,Engineer,2022-01-12 00:00:00,4,Master,2,7200,47,19,4,5,48,3,50,1,3.13,False,
48134,Engineering,Female,34,Technician,2015-06-08 00:00:00,2,High School,3,4550,57,31,13,1,41,3,43,2,3.08,False,
48135,HR,Male,22,Developer,2023-03-21 00:00:00,9,Bachelor,3,6500,43,21,4,7,58,14,98,0,1.62,False,
48138,Operations,Male,42,Developer,2022-02-16 00:00:00,7,High School,3,6500,46,4,18,14,57,1,31,1,4.69,False,
48139,HR,Male,43,Developer,2023-09-21 00:00:00,4,PhD,1,5500,34,11,13,7,46,18,8,1,4.31,True,2022-02-26
48140,Sales,Male,46,Engineer,2021-06-15 00:00:00,4,Bachelor,3,7800,49,7,3,9,44,14,72,2,4.15,False,
48142,Finance,Female,37,Engineer,2018-06-28 00:00:00,9,PhD,5,9000,34,44,22,1,44,19,63,2,2.25,True,2025-09-09
48143,Engineering,Male,22,Developer,2022-10-06 00:00:00,7,High School,5,7500,50,26,23,6,71,4,14,1,4.32,False,
48145,HR,Male,37,Consultant,2017-09-02 00:00:00,5,Master,2,6600,37,33,17,6,42,17,27,1,1.44,False,
48148,Marketing,Male,27,Analyst,2024-02-05 00:00:00,4,Master,1,4400,50,30,29,0,63,14,73,2,1.71,True,2018-09-10
48149,Operations,Male,53,Analyst,2017-04-01 00:00:00,5,High School,2,4800,51,14,20,0,61,11,73,0,2.29,True,2018-10-08
48150,Marketing,Other,39,Analyst,2015-10-16 00:00:00,2,Master,5,6000,44,16,6,2,68,2,70,2,1.46,False,
48151,Operations,Female,23,Manager,2018-03-24 00:00:00,2,Bachelor,5,9000,40,3,23,5,52,11,9,0,2.13,True,2022-11-02
48151,Operations,Female,23,Manager,2022-09-15 00:00:00,2,Bachelor,5,9000,40,3,23,5,77,11,9,0,2.13,False,
48153,Finance,Female,55,Technician,2021-01-11 00:00:00,0,Bachelor,2,4200,40,16,1,4,64,9,3,2,2.41,True,2022-10-14
48153,Finance,Female,55,Technician,2018-01-02 00:00:00,0,Bachelor,2,4200,40,16,1,4,72,9,3,2,2.41,False,
48154,HR,Male,22,Consultant,2024-04-06 00:00:00,6,Bachelor,3,7150,48,17,24,0,53,4,12,0,4.48,False,
48155,HR,Female,29,Developer,2016-08-26 00:00:00,4,Bachelor,3,6500,42,44,29,12,62,14,3,2,4.59,False,
48157,Customer Support,Male,49,Engineer,2023-06-05 00:00:00,1,Bachelor,4,8400,38,2,9,8,65,18,30,2,2.84,False,
48158,IT,Other,29,Specialist,2017-09-20 00:00:00,4,Master,1,4950,60,2,3,14,66,9,44,2,2.05,True,2021-07-25
48159,HR,Male,50,Consultant,2017-03-25 00:00:00,3,Bachelor,4,7700,56,29,8,14,38,19,67,1,1.43,True,2023-11-20
48159,HR,Male,50,Consultant,2019-10-26 00:00:00,3,Bachelor,4,7700,56,29,8,14,47,19,67,1,1.43,False,
48160,Engineering,Male,54,Manager,2018-04-27 00:00:00,9,Bachelor,1,6600,59,36,9,5,70,10,84,1,1.56,True,2020-09-14
48161,Finance,Male,30,Developer,2022-10-30 00:00:00,2,Bachelor,1,5500,55,39,26,11,66,18,84,1,3.61,True,2019-01-02
48162,IT,Male,31,Developer,2018-01-16 00:00:00,9,Bachelor,3,6500,51,30,10,0,61,5,5,2,1.24,False,
48163,HR,Female,50,Technician,2017-12-19 00:00:00,8,Master,1,3850,34,8,20,2,62,18,41,0,2.49,True,2022-10-06
48165,Operations,Male,22,Manager,2018-05-31 00:00:00,7,High School,2,7200,46,28,17,0,62,18,93,1,4.22,False,
48166,IT,Female,51,Technician,2016-02-15 00:00:00,9,Master,2,4200,57,44,1,0,80,13,62,0,4.51,False,
48166,IT,Female,51,Technician,2023-11-27 00:00:00,9,Master,2,4200,57,44,1,0,54,13,62,0,4.51,True,2022-04-16
48167,Marketing,Female,58,Consultant,2020-02-19 00:00:00,1,High School,1,6050,57,2,0,8,50,15,74,1,2.65,False,
48167,Marketing,Female,58,Consultant,2021-08-04 00:00:00,1,High School,1,6050,57,2,0,8,66,15,74,1,2.65,True,2020-09-01
48168,HR,Female,35,Manager,2015-07-10 00:00:00,8,Bachelor,1,6600,49,37,26,14,69,16,14,0,1.48,True,2024-08-14
48169,IT,Male,52,Manager,2015-03-03 00:00:00,9,Bachelor,5,9000,53,20,24,5,50,4,92,0,2.19,True,2018-03-05
48170,Marketing,Male,34,Specialist,2018-02-04 00:00:00,2,Bachelor,2,5400,46,41,22,8,67,9,86,1,2.12,True,2022-09-08
48172,Legal,Female,46,Analyst,2023-12-28 00:00:00,9,Bachelor,4,5600,34,0,18,5,69,12,22,0,1.93,True,2019-10-28
48173,Legal,Male,42,Manager,2022-01-25 00:00:00,0,Master,3,7800,48,40,22,4,66,4,94,1,2.92,False,
48174,IT,Male,49,Technician,2021-05-09 00:00:00,0,High School,2,4200,56,33,29,10,63,12,71,0,4.62,True,2024-07-31
48175,Finance,Female,44,Analyst,2021-03-20 00:00:00,4,High School,5,6000,43,28,22,4,40,6,55,1,1.89,False,
48176,Operations,Male,40,Technician,2020-11-06 00:00:00,8,High School,5,5250,40,39,5,1,54,4,85,1,3.26,False,
48177,Engineering,Male,41,Technician,2015-02-13 00:00:00,7,Master,5,5250,47,42,23,12,48,17,37,0,2.18,True,2021-10-09
48179,Operations,Female,53,Technician,2021-12-18 00:00:00,7,Bachelor,3,4550,32,15,15,8,56,16,81,0,1.76,True,2022-04-28
48180,Sales,Male,31,Technician,2016-12-31 00:00:00,8,Master,5,5250,50,19,8,14,64,18,9,1,3.98,False,
48181,HR,Male,28,Analyst,2015-10-13 00:00:00,8,Bachelor,4,5600,48,8,29,8,55,10,53,2,2.36,True,2024-04-10
48182,Legal,Male,50,Analyst,2016-02-05 00:00:00,4,Bachelor,3,5200,49,10,7,12,34,5,91,2,2.37,True,2019-01-01
48183,HR,Male,28,Manager,2023-09-21 00:00:00,1,Bachelor,2,7200,59,34,22,8,38,16,26,1,1.8,True,2019-05-13
48185,IT,Male,51,Analyst,2022-09-12 00:00:00,9,Master,5,6000,39,36,10,8,69,5,12,0,4.29,False,
48186,Finance,Female,29,Consultant,2018-11-28 00:00:00,9,High School,3,7150,44,9,8,0,54,13,40,1,3.75,False,
48187,Engineering,Male,26,Manager,2018-03-23 00:00:00,0,Bachelor,4,8400,35,1,21,3,63,9,71,0,2.82,False,
48188,HR,Female,50,Manager,2014-09-23 00:00:00,7,Bachelor,2,7200,46,9,13,8,56,10,59,1,1.35,False,
48189,Marketing,Male,41,Developer,2018-04-07 00:00:00,3,High School,5,7500,49,46,3,3,40,13,5,1,4.26,False,
48190,Engineering,Male,52,Manager,2014-11-16 00:00:00,5,Bachelor,3,7800,35,36,15,9,49,3,58,1,4.0,False,
48193,HR,Female,30,Developer,2018-05-19 00:00:00,2,Bachelor,4,7000,32,2,13,2,47,11,49,0,2.76,False,
48194,Engineering,Male,45,Specialist,2015-10-21 00:00:00,3,Bachelor,4,6300,33,23,7,11,58,12,73,0,4.37,False,
48195,HR,Female,47,Developer,2019-11-06 00:00:00,5,High School,5,7500,49,34,20,11,68,15,77,2,2.34,True,2019-08-05
48197,Engineering,Male,35,Specialist,2015-03-18 00:00:00,8,High School,3,5850,57,19,7,4,72,18,97,2,2.63,False,
48198,HR,Male,48,Consultant,2021-10-01 00:00:00,7,High School,5,8250,58,7,17,0,50,5,6,1,4.7,False,
48199,Marketing,Female,27,Specialist,2018-01-19 00:00:00,2,High School,1,4950,35,23,22,5,34,2,15,2,3.12,True,2018-01-28
48200,Customer Support,Female,35,Technician,2015-01-19 00:00:00,5,PhD,1,3850,40,9,25,5,34,10,87,2,1.22,True,2022-09-09
48201,IT,Male,45,Analyst,2022-09-22 00:00:00,7,Bachelor,1,4400,47,19,12,9,54,12,50,2,4.11,True,2018-09-12
48201,IT,Male,45,Analyst,2023-05-28 00:00:00,7,Bachelor,1,4400,47,19,12,9,64,12,50,2,4.11,False,
48202,Finance,Female,30,Technician,2017-07-21 00:00:00,0,Bachelor,2,4200,46,25,27,4,55,1,79,1,1.5,True,2021-09-25
48203,Operations,Male,30,Consultant,2020-01-11 00:00:00,3,Bachelor,1,6050,41,48,1,2,47,2,71,0,1.21,False,
48203,Operations,Male,30,Consultant,2022-02-08 00:00:00,3,Bachelor,1,6050,41,48,1,2,48,2,71,0,1.21,True,2020-03-27
48205,Finance,Female,52,Analyst,2021-03-22 00:00:00,4,Bachelor,1,4400,34,13,19,10,59,7,2,1,4.38,True,2022-05-09
48206,IT,Female,46,Analyst,2020-05-29 00:00:00,3,High School,4,5600,44,45,7,1,48,1,2,2,4.51,False,
48207,Engineering,Male,46,Manager,2022-12-20 00:00:00,4,Bachelor,1,6600,52,14,7,1,65,12,97,1,2.96,True,2019-01-01
48207,Engineering,Male,46,Manager,2024-01-12 00:00:00,4,Bachelor,1,6600,52,14,7,1,61,12,97,1,2.96,False,
48208,Sales,Male,23,Engineer,2020-04-19 00:00:00,5,Master,3,7800,49,9,16,10,66,4,32,2,1.41,False,
48210,Customer Support,Female,36,Developer,2018-02-23 00:00:00,4,Bachelor,1,5500,30,14,25,9,45,17,89,2,2.8,True,2024-04-17
48211,Customer Support,Female,41,Engineer,2020-04-03 00:00:00,9,High School,2,7200,59,25,11,1,56,6,41,1,3.33,False,
48212,IT,Female,56,Manager,2019-07-26 00:00:00,8,High School,3,7800,32,32,24,4,78,3,42,0,3.0,False,
48213,Engineering,Female,23,Manager,2018-10-28 00:00:00,3,High School,3,7800,51,38,14,2,78,4,63,2,4.26,False,
48214,Operations,Female,44,Analyst,2020-10-11 00:00:00,3,Master,1,4400,53,32,29,2,36,12,92,0,2.3,True,2024-05-13
48215,Customer Support,Male,54,Developer,2016-12-25 00:00:00,0,Bachelor,1,5500,56,22,3,2,47,12,53,2,1.92,True,2020-11-30
48216,HR,Female,50,Consultant,2023-09-16 00:00:00,3,High School,3,7150,48,12,8,2,69,8,64,2,2.63,False,
48218,Marketing,Female,27,Manager,2016-05-19 00:00:00,4,Bachelor,3,7800,38,15,10,7,49,4,56,1,2.03,False,
48219,Sales,Male,41,Manager,2017-02-19 00:00:00,1,Master,1,6600,38,17,18,9,50,16,84,2,3.19,True,2021-06-24
48219,Sales,Male,41,Manager,2021-05-18 00:00:00,1,Master,1,6600,38,17,18,9,59,16,84,2,3.19,False,
48221,Legal,Female,49,Technician,2019-08-03 00:00:00,3,Bachelor,1,3850,43,26,6,11,74,7,41,1,3.0,False,
48221,Legal,Female,49,Technician,2016-11-28 00:00:00,3,Bachelor,1,3850,43,26,6,11,60,7,41,1,3.0,True,2022-06-01
48222,Marketing,Male,42,Developer,2019-02-10 00:00:00,6,High School,4,7000,40,32,1,1,76,8,8,2,3.36,False,
48223,Customer Support,Male,41,Technician,2018-04-05 00:00:00,2,Bachelor,2,4200,35,24,21,8,43,13,22,0,4.57,False,
48223,Customer Support,Male,41,Technician,2015-01-20 00:00:00,2,Bachelor,2,4200,35,24,21,8,30,13,22,0,4.57,True,2024-03-12
48224,Finance,Male,32,Engineer,2022-12-02 00:00:00,7,Bachelor,2,7200,52,31,28,5,32,4,86,2,1.82,True,2020-10-11
48225,IT,Male,23,Developer,2017-09-02 00:00:00,4,Bachelor,4,7000,60,17,25,7,31,18,60,1,1.47,True,2021-11-19
48226,Legal,Male,55,Technician,2017-07-03 00:00:00,5,Bachelor,2,4200,33,34,26,6,60,4,28,1,4.07,True,2019-07-16
48227,Sales,Female,24,Manager,2018-03-31 00:00:00,8,Bachelor,1,6600,47,31,3,3,64,9,27,2,3.57,False,
48228,Legal,Male,49,Specialist,2015-11-28 00:00:00,9,Master,3,5850,58,0,14,1,67,11,62,2,3.81,False,
48229,Finance,Male,49,Consultant,2021-03-10 00:00:00,6,PhD,5,8250,35,45,2,2,68,3,9,2,3.97,False,
48231,Marketing,Female,48,Manager,2017-05-23 00:00:00,0,PhD,5,9000,49,14,12,13,71,5,79,0,3.46,False,
48232,HR,Female,48,Manager,2017-08-06 00:00:00,7,Bachelor,5,9000,55,23,25,6,54,13,30,0,3.87,True,2019-11-09
48232,HR,Female,48,Manager,2017-05-12 00:00:00,7,Bachelor,5,9000,55,23,25,6,72,13,30,0,3.87,False,
48233,Customer Support,Female,59,Consultant,2023-01-13 00:00:00,9,High School,2,6600,50,17,13,3,52,18,70,0,1.2,False,
48233,Customer Support,Female,59,Consultant,2023-08-30 00:00:00,9,High School,2,6600,50,17,13,3,37,18,70,0,1.2,True,2024-08-07
48234,Legal,Male,50,Analyst,2019-02-19 00:00:00,3,Bachelor,1,4400,55,33,16,6,30,9,88,1,4.54,True,2022-04-07
48236,Legal,Female,53,Consultant,2023-07-05 00:00:00,3,Bachelor,4,7700,41,33,3,5,67,18,13,0,4.56,False,
48237,HR,Other,24,Technician,2020-03-17 00:00:00,5,Bachelor,4,4900,43,29,27,11,35,13,93,2,1.1,True,2020-06-25
48238,Customer Support,Male,54,Technician,2019-04-22 00:00:00,5,Master,3,4550,30,35,6,8,36,17,69,0,2.02,True,2022-06-28
48238,Customer Support,Male,54,Technician,2024-05-20 00:00:00,5,Master,3,4550,30,35,6,8,51,17,69,0,2.02,False,
48239,Sales,Male,52,Analyst,2019-01-24 00:00:00,7,High School,5,6000,33,6,7,10,78,17,62,2,3.01,False,
48240,Marketing,Male,58,Analyst,2021-07-06 00:00:00,7,Bachelor,3,5200,45,3,10,10,52,9,99,1,1.12,True,2021-09-18
48240,Marketing,Male,58,Analyst,2022-08-07 00:00:00,7,Bachelor,3,5200,45,3,10,10,63,9,99,1,1.12,False,
48241,HR,Male,46,Engineer,2020-06-13 00:00:00,6,Master,5,9000,42,8,23,5,40,17,69,1,4.2,False,
48242,Finance,Male,37,Manager,2020-05-09 00:00:00,3,High School,2,7200,43,2,8,6,43,17,90,1,1.17,False,
48243,Legal,Female,24,Analyst,2019-03-25 00:00:00,1,High School,2,4800,54,1,6,12,36,9,98,2,3.23,True,2018-06-03
48244,Legal,Female,25,Analyst,2016-10-17 00:00:00,5,Bachelor,5,6000,50,5,22,8,49,5,42,2,3.12,False,
48245,HR,Female,53,Engineer,2023-11-19 00:00:00,4,Bachelor,1,6600,38,35,7,13,37,16,48,2,1.26,True,2023-08-05
48247,IT,Female,30,Developer,2018-04-30 00:00:00,9,High School,1,5500,56,38,8,0,48,9,30,0,2.85,True,2022-04-03
48249,IT,Male,27,Developer,2017-10-07 00:00:00,3,High School,4,7000,47,36,16,13,50,11,80,2,2.03,False,
48250,IT,Male,59,Technician,2024-08-12 00:00:00,8,High School,2,4200,46,29,5,6,45,10,74,1,2.91,False,
48251,Legal,Female,49,Technician,2019-06-07 00:00:00,9,Bachelor,1,3850,30,15,27,14,46,8,96,2,4.47,True,2022-09-22
48252,Legal,Female,26,Manager,2023-07-12 00:00:00,6,High School,3,7800,60,20,1,10,55,13,41,1,1.91,False,
48255,Engineering,Female,25,Analyst,2024-07-12 00:00:00,7,Bachelor,5,6000,43,10,6,12,40,18,10,0,2.05,False,
48256,Engineering,Male,56,Consultant,2016-09-17 00:00:00,4,High School,1,6050,47,5,16,10,74,5,70,2,3.47,False,
48257,Engineering,Female,60,Specialist,2020-01-29 00:00:00,5,Bachelor,3,5850,33,47,17,9,67,6,68,2,2.09,False,
48257,Engineering,Female,60,Specialist,2023-02-08 00:00:00,5,Bachelor,3,5850,33,47,17,9,66,6,68,2,2.09,True,2024-07-30
48258,Marketing,Female,42,Technician,2024-07-29 00:00:00,1,Master,3,4550,56,48,8,10,40,11,7,0,3.47,True,2024-11-01
48259,Engineering,Female,40,Consultant,2022-09-15 00:00:00,5,Bachelor,2,6600,51,4,15,7,58,3,44,0,3.34,False,
48260,IT,Male,27,Analyst,2018-06-11 00:00:00,6,Bachelor,2,4800,43,39,3,0,56,12,44,0,2.46,False,
48260,IT,Male,27,Analyst,2018-05-10 00:00:00,6,Bachelor,2,4800,43,39,3,0,70,12,44,0,2.46,True,2019-01-21
48261,Legal,Male,55,Consultant,2023-01-29 00:00:00,7,Bachelor,3,7150,46,7,19,10,70,15,72,0,4.61,False,
48262,Finance,Female,28,Specialist,2016-04-03 00:00:00,3,Bachelor,3,5850,56,21,28,2,40,6,97,0,4.64,True,2018-01-31
48263,HR,Female,22,Analyst,2017-02-17 00:00:00,6,Bachelor,1,4400,53,25,10,10,67,19,24,1,3.7,True,2019-01-29
48264,Engineering,Male,44,Technician,2018-09-21 00:00:00,7,Bachelor,2,4200,54,48,24,9,70,12,77,1,2.01,True,2021-05-28
48265,Marketing,Female,33,Technician,2022-08-03 00:00:00,1,Master,4,4900,36,47,21,3,31,12,81,0,2.66,True,2020-12-06
48265,Marketing,Female,33,Technician,2021-12-10 00:00:00,1,Master,4,4900,36,47,21,3,52,12,81,0,2.66,False,
48266,Marketing,Female,27,Manager,2023-05-17 00:00:00,4,High School,4,8400,48,5,29,7,33,15,98,0,2.52,True,2024-08-31
48266,Marketing,Female,27,Manager,2015-11-21 00:00:00,4,High School,4,8400,48,5,29,7,74,15,98,0,2.52,False,
48267,Engineering,Female,35,Engineer,2023-02-08 00:00:00,2,Master,2,7200,30,34,14,7,79,12,55,1,4.03,False,
48268,Finance,Male,44,Analyst,2021-01-10 00:00:00,2,High School,1,4400,50,11,12,9,57,4,28,1,1.76,True,2018-08-22
48269,Legal,Female,26,Analyst,2021-12-14 00:00:00,4,High School,3,5200,45,36,10,13,45,11,24,2,3.59,False,
48270,Marketing,Female,35,Analyst,2016-12-02 00:00:00,4,Master,3,5200,40,49,23,11,52,11,84,1,4.38,False,
48271,Marketing,Female,60,Analyst,2018-08-19 00:00:00,8,Bachelor,3,5200,39,43,13,10,47,15,47,0,4.42,False,
48272,HR,Male,45,Consultant,2019-08-22 00:00:00,7,Master,1,6050,60,48,23,10,62,10,94,1,2.98,True,2022-04-02
48273,Legal,Male,41,Developer,2020-08-20 00:00:00,8,Bachelor,2,6000,57,6,7,3,40,6,94,2,2.12,True,2024-12-08
48273,Legal,Male,41,Developer,2019-03-20 00:00:00,8,Bachelor,2,6000,57,6,7,3,72,6,94,2,2.12,False,
48274,Sales,Female,28,Developer,2021-04-09 00:00:00,5,Bachelor,3,6500,52,5,23,13,32,8,96,0,3.22,True,2020-09-29
48274,Sales,Female,28,Developer,2023-09-20 00:00:00,5,Bachelor,3,6500,52,5,23,13,40,8,96,0,3.22,False,
48275,IT,Female,60,Technician,2018-06-21 00:00:00,9,Bachelor,3,4550,36,0,0,8,56,8,66,1,2.07,False,
48276,Operations,Female,22,Engineer,2022-10-01 00:00:00,2,Bachelor,1,6600,55,21,9,13,69,18,79,0,4.34,True,2022-12-10
48277,Operations,Female,36,Analyst,2021-04-08 00:00:00,8,High School,5,6000,33,14,18,0,47,14,29,1,2.28,False,
48278,Marketing,Female,26,Technician,2024-01-30 00:00:00,7,High School,2,4200,57,47,15,3,34,12,1,0,1.83,True,2020-04-21
48280,Sales,Female,44,Developer,2023-12-20 00:00:00,7,Master,1,5500,55,47,15,0,50,6,67,0,4.2,True,2021-01-27
48281,Operations,Male,56,Manager,2022-08-02 00:00:00,7,High School,3,7800,45,45,25,5,72,3,31,2,2.72,False,
48282,IT,Female,38,Consultant,2020-04-08 00:00:00,9,Master,1,6050,30,35,19,0,51,1,48,1,4.14,True,2022-09-12
48282,IT,Female,38,Consultant,2017-08-08 00:00:00,9,Master,1,6050,30,35,19,0,62,1,48,1,4.14,False,
48283,Finance,Male,32,Analyst,2022-12-11 00:00:00,5,High School,5,6000,38,2,4,9,41,13,51,2,3.95,False,
48284,Finance,Male,45,Technician,2019-02-11 00:00:00,8,Bachelor,4,4900,59,48,14,2,62,4,6,1,2.63,False,
48285,Engineering,Female,27,Manager,2018-12-23 00:00:00,7,Bachelor,3,7800,39,43,16,13,41,18,11,0,1.95,False,
48286,IT,Male,28,Engineer,2017-06-01 00:00:00,5,High School,3,7800,59,40,13,10,78,1,18,2,2.7,False,
48288,Customer Support,Male,51,Developer,2023-12-05 00:00:00,2,High School,5,7500,47,46,10,14,53,5,41,1,2.71,False,
48289,IT,Male,35,Analyst,2018-06-02 00:00:00,7,Bachelor,1,4400,51,17,14,0,66,5,36,1,4.93,True,2025-03-11
48290,IT,Female,60,Developer,2018-04-21 00:00:00,4,Bachelor,5,7500,41,24,15,9,60,17,17,2,4.71,False,
48291,HR,Female,46,Analyst,2023-12-20 00:00:00,7,Bachelor,4,5600,54,26,21,1,40,4,3,0,1.41,True,2019-07-12
48292,Engineering,Female,51,Engineer,2019-01-26 00:00:00,8,Bachelor,2,7200,48,10,5,1,75,5,55,2,4.04,False,
48293,Finance,Male,60,Manager,2019-07-24 00:00:00,0,Master,3,7800,31,10,15,10,63,12,2,1,3.72,False,
48294,HR,Male,30,Analyst,2016-06-27 00:00:00,9,High School,1,4400,33,13,23,4,51,18,22,1,1.65,True,2021-06-27
48295,Legal,Male,30,Analyst,2023-06-03 00:00:00,2,Master,5,6000,38,44,26,8,57,13,19,0,2.76,False,
48296,Customer Support,Male,32,Engineer,2019-03-03 00:00:00,2,Bachelor,4,8400,36,7,13,2,41,14,16,2,2.94,False,
48298,HR,Male,26,Analyst,2017-07-06 00:00:00,1,Bachelor,1,4400,36,45,4,4,70,12,50,1,1.78,True,2019-05-30
